"","review_dataset.text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"815"," ordered    whim  retailer days sale  im glad        shirts  calls    morning ive worn   denim skinnies   knee length black knit pencil skirt  soft  flattering      red   tempted   blue",0,3,0,0,3,3,1,1,4,2
"816"," pants   true  size   means anymoreim    paige  ag  im  weigh    long legs   ordered      petite     long   slight heel theyre perfect   dont  stretch       fit  fabricthe material  expand  theyre thin  breezy   absolutely love    wait  order  colors    style      favorite pants",0,4,0,0,3,0,0,3,2,3
"817"," ordered  skirt online   size   returned       sit  bit lower",0,0,0,0,0,1,0,0,1,0
"818","",0,0,0,0,0,0,0,0,0,0
"819"," fabric   beautiful   bit heavier     worn  year long",0,1,0,0,1,1,0,0,1,1
"820"," glad  made  purchase",0,1,0,0,1,0,0,0,0,1
"821"," wide leg  fun   wide   long pocket   shorten leg   returned great   taller person bottom  trim cute",0,2,0,0,1,1,0,0,1,2
"822","dont pay attention   lessthanflattering photo  jeans  super cute   flattering    long  ankle length   photo implies high waisted    bell bottom vibe nice light denim  year round wear  fit   dream",0,2,0,0,2,1,0,2,2,4
"823","   skirt   dove grey    lovely shade  light grey  silver    layer underneath    sparkly silver netting    pretty       photo   layer   grey netting     soft light grey silky cotton liner    petite xs   fits     im    skirt      pictured      dressy  dressed   bit   pretty   made im happy   purchas",1,4,0,0,4,1,1,4,1,4
"824"," loved    soft  snuggly  unsure  ordering shirt size    jacket size  layering  ordered  small fits perfect  wouldnt  wanted  medium   lbs  reference love   great find",1,1,0,0,2,0,0,1,2,2
"825"," ordered  dress   daughter  wore    wedding    beautiful       photo fabric   nice weight  hangs great  daughter   hair        retailer catalog  made true  size beautiful dress",0,1,1,1,3,1,1,1,1,3
"826","layered    chunky sweater   pair  kicks    low key  dressed    pair  heels multifunctionality   occasional   feminine funky  fabulous  bought      store",0,1,0,0,0,0,1,0,0,1
"827","   skirt online     store immediately       bit disappointed  size  tts   prints  prettier online  material    regular  long   wont  good   shorter person",1,5,1,0,1,1,1,1,2,3
"828","       price     buy ",0,0,0,0,0,0,0,0,0,0
"829"," colors  richer  shown  vibrant  piece   unique  everthing   love  retailer   wear  medium  jackets  vest    small      difference   small   medium fit     size     looser     flattering     great addition   fall wardrobe",0,0,0,0,2,1,1,1,3,3
"830"," interesting design   highquality garment  fits true  size     great  layering   soft knit   drapey attachment   collar   adjust        feel lucky      sale   wouldve gladly paid full price      season piece",1,0,0,0,1,0,1,0,1,4
"831","   excited  receive  jeans typically wide leg jeans    brainer  mesuper flattering   chambray  thought    stylish  comfortable   found    verging  mom jean       cool   color   wash  weight   fabric     dont lend   current  sadly    sending  back",0,3,1,1,4,2,2,3,2,5
"832"," bought  tee    colors       fabulous quality material  style   dress     wear  jeans pants  skirts  wear   layer  dont miss    addition   wardrobe",0,0,0,0,0,0,0,1,1,0
"833","im  short      maxi skirts     make   frumpy   ordered  skirt based    great reviews  skirt   amazing  person    material feels  bit stiff   gold   lot  shiny  person   usual moulinette    put things   worn     pleats   length flow beautifully   gold shimmers   subtle   skirt runs large im   waist  ",0,0,0,0,0,1,0,1,2,3
"834","sits  waist length  perfect  petite quality   good   nice    recommend",0,2,0,0,2,0,1,3,0,3
"835","love   pants  absolutely beautiful rich material    cheap jogger",0,0,0,0,2,0,0,0,1,2
"836","    buying   pair   case       ",0,0,0,1,0,1,0,0,1,0
"837","fits perfect    lbs  purchase  regular small",1,1,0,0,1,0,0,1,2,1
"838"," loved  dress   fit great     lbs wore  xs     tighter           loose    received  dress  arms   pilling   made   mix  polyester    machine washable yay   imagine  dress   pilling  easily     fabric   higher quality   price   returned ",0,0,0,0,0,0,0,1,0,1
"839"," dress arrived    snags   fabric  pilling  fabric    worse  wear return cute concept  poor fabric quality",0,0,0,1,0,1,0,1,3,1
"840"," love  design  pattern   top  runs big   xs  roomy     cute  neck  wide  returned  bc  material   top isnt    texture   soft",0,1,0,0,1,0,0,1,0,3
"841"," comfortable dress   gorgeous pattern      liner  navy    smoothing    worried  figure hugging sweater knit   unflattering cut  perfect im  size   top    bottom       fit  neckline   deep scoop      busty        comfort",0,3,0,0,3,2,0,3,2,4
"842","   excited   dress   sale     soft   print   distinctive    super comfy   slimming  flattering       curvy girl  wear  medium    made    wide   skirt  quit full   small   fit   top  tight   disappointing",0,2,0,0,2,1,1,3,4,4
"843"," love  skirt   happy   quality   fabric  style  originally ordered  small  returned  exchanged   medium  fits great  typically wear  size   pants   forward  wearing  skirt  work  fall",1,1,0,0,2,1,0,2,4,3
"844"," reading  reviews    order      top  caught  eye   entire price downs    usual  sizes  retailer turn  huge   ordered  size smaller     wear        top wasnt  darn short  reference im  ft tall  lb  weird   top  completely  opposite   model   photo   loose  fit  longer sleeves    stylized sweatshirt    ",0,1,1,0,0,0,0,3,2,5
"845","    replacement coat    lovely   large    roomy  needed    coat  petite version  found   short   taste decided  medium  green   complain comfy  stylish  car coat  main winter coat   wearing  daily  light layers     mildish nw winter",1,2,0,0,3,2,1,3,1,4
"846"," great dress  retailer ive worn   tall boots  heels riding boots  bootiesall   good ive  added  creambeige cardigan    fuzzyfurry vest  versatile    things          design   dress  actual stitching     flat print    material  shrink  tat   wash    staple  keeper",0,1,0,1,1,2,1,1,2,2
"847","   adorable  practicaltheyre versatile   dress        warm   fall temperatures      goto tights  season",0,0,0,0,1,1,0,0,1,1
"848","luv  jeans  felt  comfy   time  put     butter im       size  wear  belt     high rise         complaints    breathe   ",1,1,0,1,0,0,0,1,2,0
"849","love  easy  dress      great length   torso   sleeves    inches   wrist bone     model   pushedrolled      wear  shirt      hard  layer   coat",0,0,0,0,1,0,0,1,1,2
"850","    wanted  love  coat  material  nice  green color  dark  rich    hood   cut  bad      lot   people  shoulders  cut  wide  impeded movement   bust  hips  cut  tight     boxy    boiled wool coat   bought  retailer   years ago    cut oversize        fuller sweep   proportions    ",2,0,2,2,2,2,0,1,2,2
"851"," ive   love   dress  months     sale  absolutely     im    pounds  typically wear large stuff  retailer   reading  reviews  decided    medium   generous   expected     couldve     small     belt   im   happy   dress  sleeves    long    didnt   petite   wanted  length   skirt  lining makes",1,3,0,1,3,0,0,3,3,4
"852"," sweater coat        great fall  winter coat    leave   day     bought  dark green    dark  gorgeous    beautiful coral saved   cart      lbs  ordered  size small   plenty  room     tight  wanted     wear  thick layers",0,0,0,0,3,3,1,2,4,3
"853"," guess    true  size     dd  ordered  fits great  back   pretty       tiny bit looser  decided   ",1,1,0,0,1,0,1,1,1,1
"854","      return   store  sadly  fit great  ecept   waist     inches gaping   waist  usual size  rest   pant  absolutely awesome   reference         lbs  short bummer htey dont   petite  ",1,1,1,0,0,1,0,1,2,3
"855","   store  coral color       love   perfect cozy cute sweater color  beautiful  fit  great      lbs      small  extra small     xs    flattering fit  love ",0,2,0,0,4,0,0,1,1,7
"856"," love  feel  design   pullover   extremely soft  comfy  wear    find   runs slightly large   bit boxy   sleeves   bit lengthy       petite frame     decide       simply   softness  ease  wearing   ",0,0,0,0,1,0,0,1,1,2
"857"," originally      petite  thought  fit great     bag im       hour  wearing   retailer   knees    baggy   looked absolutely ridiculous  ive   jeans    salesperson  retailer agreed     odd  exchanged      suggestion    hate  id   smaller size    slightly small   major    waist  folds  ",2,1,2,1,0,1,0,1,3,2
"858","  welldesigned dress  cut   slight aline  adding bulk   pattern   slimming  lining makes   pretty good option  cooler weather  neck  pretty wide    noted   find   heavy cream colored scarf   pretty good accent   run   large im lbs     xsp",0,3,0,0,3,0,2,2,0,5
"859","  initially attracted   colors",0,0,0,0,0,0,0,0,0,0
"860"," coat   perfect fall  winter transition coat   surprisingly warm   degree weather  im     warm    degree weather   added layers   thing  note     unlined   material  soft     prone  pilling   worn casually  work  dressed ",0,2,0,0,1,2,1,1,2,2
"861","   dress    store  ended  ordering  online   dress sale   extremely flattering   accentuates  waist    comfortable  made   nice soft fabric        barely reveals  tiny bit  cleavage   dont find  neckline  low  plan  wear   tights  booties       regular xs    bit   knees   enjoy wearing  lovely dress",0,4,0,0,3,1,1,3,1,4
"862","   cuter  person   model    super soft  fluffy sweater  colors   pretty  feminine  received    christmas gift    worn    perfect  skinny jeans  ugg boots  vary  xs  small  retailer sweaters    bit boxy   sized    xs   fits perfect",1,3,0,0,3,1,1,2,3,5
"863"," colors   dress    vibrant  person  scoop   neckline   wide  deep     posted     great dress  work     workplace",0,0,0,0,0,0,0,0,0,0
"864"," adore  hooded boiled wool sweatercoat  rich deep green quality  great    buttons  sawn   loosely   great outer layer   warm northern california fallwinter im wearing  today   short sleeved boiled wool dress  burgundy  prechristmas eve cocktails  feeling classy festive cozy  warm",1,2,1,2,4,1,1,3,1,4
"865"," year im excited   weather  cool   sweater dresses  love     longer length slimming fit  pattern placement  cozy soft fabric delightful inspires reveries  castles  legends   looked   eira stands      highly recommended fit  generously tts",0,2,0,0,3,0,1,2,0,4
"866"," adore  sweater coat   bought  green color   normal size online   whim  due   positive reviews    disappointed    sweater coat  soft boiled wool  green color   deep forest   incredible  black grays  berry colors",1,2,1,0,3,2,1,2,3,2
"867","",0,0,0,0,0,0,0,0,0,0
"868"," fit appears   magical  manages    roomy  figure flattering   tricky   figure hourglass  tend    defined waist    coat manages    slimming",0,1,0,0,2,0,1,0,0,2
"869"," sweater dress  lovely quirky  comfortable    broader shoulders  neckline  perfect       end  wearing  scarf    neck warm  dress skims    flattering      dissapointed  wasnt  formfitting   drapes  nicely   wear  size   dresses  chose  small   dress         built  slip    bit flimsy     wear  long silk  ",0,3,0,0,3,1,2,3,3,4
"870","      closet  wide   beautiful drape fabric  soft  substantial    cutest coral color lining  placket  inside   lower sleeves  sized    medium       small   love  length  drape    translate  fit   smaller size  cute ",0,0,0,0,2,1,0,0,2,3
"871","    jeans  order  size  im typically        big  stretch          baggier fit     baggie",0,0,0,0,0,0,0,0,0,0
"872"," jacket  worth  penny   light   wear      good         sweater underneath  fit  design   coat  amazing  love  full collar     favorite detail   jacket loved  green    bought  coral    wear    clothes   large  perfect",0,2,0,0,5,0,1,5,1,7
"873"," ordered  coat   pink color     coal color papaya    wonderful  gray black khaki  great  animal print accessories  fit      online  surprises  coat  attractive buttoned  unbuttoned  collar    attractive buttoned  unbuttoned  boiled wool  light weight    stretch    softer   boiled wool geiger jackets    remembers ",0,1,2,1,2,3,2,2,2,2
"874","",0,0,0,0,0,0,0,0,0,0
"875"," concern   wool  light",0,0,0,0,0,0,0,0,0,0
"876","heres  thing    sweatercoat    coat    ill    wear independently   end  november  im enjoying     boiled wool   lined    cozy  warm    morning walk   train   high   role    end    mid layer im  enjoying wearing    dresses  pants  work serving   kind  cardiganblazer combination",1,1,1,1,2,1,0,3,2,2
"877"," purchased  pink    online  ",0,0,0,0,0,0,0,0,0,0
"878","   comfortable sweater dress   quality   material  good  solid blue strip   front makes    bland       dressing    necklace  scarf  decided  pass",0,1,0,0,1,2,1,1,2,2
"879"," year   time  beloved retailer     wool sweater coat ive   style     years   year   outdone   coat   dream   thin    thickits  perfect layering piece  fabric  perfect stretch    colors  lovely  ended    cream color   loved  green    sweater coats  prefer  xl     stretch     perfect im    hits wel",0,4,0,0,4,1,2,4,0,5
